EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,YearsAtCompany
5307.0,44.0,Yes,Travel_Frequently,Sales,17.0,2,Other,Male,5,Developer,Divorced,4297.0,2.0,Yes,7
374.0,50.0,Yes,Travel_Frequently,Sales,13.0,2,Other,Male,2,Executive,Single,28310.0,0.0,Yes,21
4529.0,43.0,No,Travel_Frequently,HR,14.0,2,Life Sciences,Female,2,Developer,Divorced,20888.0,7.0,No,30
9486.0,45.0,Yes,Travel_Rarely,Sales,1.0,3,Medical,Female,1,Analyst,Single,4024.0,1.0,Yes,20
22564.0,28.0,No,Travel_Frequently,Sales,26.0,2,Life Sciences,Female,2,Analyst,Single,12764.0,6.0,Yes,10
15278.0,38.0,No,Travel_Rarely,Sales,11.0,3,Other,Female,1,Developer,Single,16235.0,3.0,No,15
16401.0,59.0,Yes,Non-Travel,Development,15.0,2,Medical,Male,4,Manager,Single,26051.0,6.0,Yes,6
13556.0,31.0,No,Non-Travel,Development,17.0,4,Medical,Female,3,Executive,Divorced,26997.0,4.0,Yes,16
8664.0,28.0,No,Non-Travel,HR,28.0,3,Medical,Male,4,Research Scientist,Married,16735.0,9.0,No,16
11991.0,36.0,Yes,Travel_Frequently,Sales,11.0,3,Other,Male,3,Analyst,Divorced,26277.0,1.0,Yes,18
20775.0,30.0,Yes,Travel_Rarely,Development,2.0,4,Marketing,Female,5,Executive,Married,17970.0,7.0,Yes,12
27603.0,56.0,Yes,Travel_Frequently,HR,17.0,2,Medical,Female,2,Sales Representative,Divorced,8195.0,5.0,Yes,27
5639.0,21.0,No,Travel_Frequently,Sales,23.0,3,Life Sciences,Female,3,Research Scientist,Divorced,18308.0,6.0,Yes,25
2076.0,36.0,Yes,Non-Travel,Sales,24.0,2,Other,Female,1,Sales Representative,Divorced,12799.0,9.0,Yes,0
17695.0,38.0,No,Non-Travel,Sales,24.0,3,Technical,Female,3,Manager,Divorced,16683.0,5.0,Yes,20
28221.0,19.0,No,Travel_Rarely,HR,14.0,3,Life Sciences,Female,3,Analyst,Single,14646.0,7.0,Yes,5
13292.0,41.0,No,Non-Travel,Sales,5.0,2,Medical,Male,5,Executive,Divorced,24855.0,3.0,No,30
5964.0,39.0,No,Travel_Frequently,Sales,15.0,1,Life Sciences,Male,2,Research Scientist,Divorced,19758.0,3.0,No,33
8373.0,32.0,Yes,Non-Travel,HR,21.0,3,Other,Female,4,Executive,Married,11809.0,6.0,Yes,12
2917.0,52.0,No,Non-Travel,Sales,4.0,3,Other,Female,1,Research Scientist,Married,4295.0,2.0,No,6
14300.0,27.0,Yes,Travel_Rarely,HR,28.0,2,Marketing,Male,2,Sales Representative,Single,13667.0,8.0,No,14
1419.0,35.0,Yes,Travel_Rarely,Sales,16.0,2,Marketing,Female,2,Manager,Divorced,3814.0,1.0,Yes,7
8318.0,37.0,No,Travel_Frequently,Sales,18.0,2,Technical,Male,5,Manager,Married,24700.0,6.0,No,29
27310.0,44.0,No,Travel_Frequently,Sales,22.0,2,Technical,Male,5,Executive,Single,11452.0,1.0,No,30
10060.0,35.0,No,Travel_Frequently,Development,14.0,1,Medical,Female,1,Research Scientist,Married,17601.0,6.0,Yes,28
7601.0,35.0,Yes,Non-Travel,Development,29.0,1,Marketing,Female,2,Sales Representative,Divorced,29805.0,8.0,Yes,29
15312.0,43.0,No,Travel_Frequently,HR,18.0,1,Technical,Male,1,Executive,Single,19402.0,8.0,Yes,9
9937.0,38.0,Yes,Travel_Frequently,Development,13.0,2,Other,Female,1,Developer,Single,8847.0,8.0,No,2
11388.0,39.0,Yes,Travel_Rarely,Sales,18.0,3,Marketing,Female,2,Executive,Married,20093.0,2.0,Yes,28
25066.0,21.0,Yes,Travel_Frequently,Sales,2.0,4,Technical,Female,5,Executive,Divorced,26210.0,2.0,No,15
24963.0,38.0,No,Travel_Rarely,HR,25.0,1,Technical,Female,5,Developer,Married,4934.0,3.0,No,34
8300.0,58.0,No,Travel_Frequently,Development,5.0,4,Other,Female,2,Executive,Single,9139.0,2.0,No,36
116.0,54.0,Yes,Travel_Frequently,HR,24.0,1,Other,Male,1,Sales Representative,Married,28168.0,7.0,Yes,39
12141.0,54.0,Yes,Travel_Frequently,Sales,1.0,1,Other,Male,5,Developer,Married,17261.0,4.0,No,20
10990.0,41.0,Yes,Non-Travel,Sales,28.0,3,Technical,Female,1,Developer,Married,7014.0,4.0,Yes,3
17013.0,36.0,Yes,Travel_Rarely,Sales,20.0,3,Other,Female,4,Analyst,Married,10132.0,4.0,Yes,21
22190.0,26.0,Yes,Travel_Rarely,Development,8.0,2,Other,Female,2,Developer,Married,16557.0,3.0,No,3
21414.0,39.0,No,Travel_Frequently,Development,5.0,4,Medical,Male,1,Manager,Divorced,7789.0,6.0,Yes,38
7810.0,22.0,Yes,Non-Travel,Sales,24.0,1,Other,Male,4,Research Scientist,Single,13270.0,8.0,No,16
22293.0,55.0,Yes,Travel_Frequently,Sales,4.0,3,Medical,Male,2,Analyst,Married,11527.0,1.0,No,31
10439.0,53.0,Yes,Non-Travel,HR,21.0,2,Other,Female,3,Sales Representative,Single,9391.0,4.0,No,3
13155.0,21.0,No,Travel_Rarely,Sales,7.0,4,Medical,Female,3,Developer,Divorced,4086.0,5.0,No,6
11072.0,25.0,Yes,Travel_Rarely,HR,20.0,3,Other,Male,2,Manager,Single,28672.0,2.0,No,14
13105.0,28.0,Yes,Travel_Rarely,Development,20.0,2,Technical,Male,1,Executive,Single,11088.0,3.0,Yes,3
26861.0,51.0,Yes,Non-Travel,Development,2.0,3,Medical,Male,4,Manager,Divorced,15752.0,4.0,No,17
24624.0,37.0,No,Travel_Frequently,Development,20.0,3,Life Sciences,Male,4,Research Scientist,Single,25606.0,1.0,No,21
21287.0,22.0,No,Travel_Rarely,HR,21.0,4,Other,Male,1,Research Scientist,Married,3024.0,4.0,No,4
12521.0,18.0,Yes,Travel_Frequently,Development,7.0,4,Life Sciences,Male,2,Manager,Divorced,28363.0,2.0,Yes,26
29914.0,45.0,Yes,Travel_Frequently,HR,9.0,1,Medical,Male,4,Research Scientist,Married,22543.0,2.0,No,28
1555.0,28.0,Yes,Non-Travel,Development,10.0,2,Marketing,Female,1,Manager,Single,17340.0,9.0,Yes,3
16395.0,29.0,Yes,Non-Travel,Development,14.0,4,Life Sciences,Male,5,Research Scientist,Divorced,3137.0,7.0,No,26
8981.0,47.0,No,Travel_Frequently,Sales,23.0,1,Marketing,Female,4,Research Scientist,Single,11787.0,0.0,Yes,27
25672.0,55.0,Yes,Travel_Frequently,Development,23.0,4,Other,Male,3,Manager,Divorced,14878.0,3.0,No,4
10670.0,39.0,Yes,Non-Travel,Sales,8.0,1,Marketing,Male,1,Developer,Divorced,7075.0,3.0,Yes,11
27322.0,44.0,Yes,Non-Travel,Development,22.0,3,Medical,Male,5,Research Scientist,Divorced,18160.0,3.0,No,32
17063.0,48.0,No,Travel_Frequently,HR,28.0,3,Other,Female,5,Executive,Single,10493.0,3.0,No,12
22822.0,27.0,Yes,Non-Travel,Sales,2.0,3,Other,Female,1,Executive,Married,13446.0,1.0,Yes,24
6264.0,58.0,No,Non-Travel,Sales,22.0,2,Other,Male,4,Manager,Divorced,7037.0,5.0,Yes,14
89.0,28.0,No,Non-Travel,Sales,10.0,1,Technical,Female,1,Developer,Married,26380.0,5.0,Yes,0
28316.0,50.0,Yes,Non-Travel,Development,15.0,1,Technical,Female,2,Developer,Divorced,25088.0,3.0,Yes,6
12551.0,23.0,Yes,Travel_Rarely,HR,7.0,1,Marketing,Female,5,Executive,Married,25846.0,3.0,No,2
8977.0,23.0,No,Non-Travel,Sales,28.0,2,Medical,Male,5,Research Scientist,Divorced,8676.0,9.0,Yes,6
28357.0,40.0,Yes,Non-Travel,Sales,11.0,1,Medical,Male,5,Analyst,Married,26755.0,9.0,Yes,12
2665.0,41.0,No,Travel_Rarely,Development,20.0,4,Technical,Female,5,Research Scientist,Married,25217.0,9.0,No,15
16167.0,25.0,No,Non-Travel,Development,29.0,3,Other,Female,4,Developer,Divorced,10805.0,5.0,No,31
3071.0,19.0,No,Travel_Frequently,HR,16.0,,Technical,Male,1,Sales Representative,Single,15696.0,9.0,No,35
18660.0,27.0,No,Non-Travel,Development,1.0,2,Marketing,Female,3,Research Scientist,Divorced,24194.0,4.0,No,13
29621.0,58.0,Yes,Non-Travel,Sales,24.0,2,Other,Female,5,Analyst,Single,14354.0,3.0,Yes,10
14029.0,31.0,Yes,Non-Travel,Sales,15.0,3,Life Sciences,Female,2,Manager,Married,17185.0,3.0,Yes,28
7603.0,53.0,No,Travel_Frequently,HR,10.0,3,Medical,Female,1,Executive,Single,12860.0,3.0,No,28
21275.0,24.0,Yes,Non-Travel,HR,29.0,2,Medical,Female,1,Manager,Divorced,8718.0,1.0,No,33
28748.0,27.0,Yes,Travel_Frequently,HR,24.0,2,Life Sciences,Female,4,Sales Representative,Married,20192.0,2.0,No,3
21400.0,38.0,Yes,Non-Travel,Sales,16.0,2,Life Sciences,Female,2,Manager,Single,8073.0,7.0,No,10
8825.0,18.0,Yes,Non-Travel,Development,29.0,2,Life Sciences,Male,4,Sales Representative,Married,15161.0,1.0,Yes,36
18470.0,23.0,No,Non-Travel,Sales,8.0,2,Life Sciences,Female,5,Sales Representative,Single,6482.0,1.0,No,12
10546.0,29.0,No,Non-Travel,Development,15.0,4,Medical,Male,2,Research Scientist,Married,28244.0,2.0,No,21
777.0,51.0,Yes,Non-Travel,Sales,1.0,1,Medical,Female,5,Sales Representative,Single,16075.0,3.0,No,31
7535.0,37.0,No,Travel_Frequently,Development,13.0,4,Other,Male,5,Developer,Married,10286.0,3.0,No,7
24810.0,58.0,No,Travel_Frequently,Development,3.0,4,Technical,Female,5,Executive,Married,11556.0,6.0,Yes,33
10105.0,22.0,Yes,Non-Travel,Sales,27.0,4,Life Sciences,Male,4,Executive,Single,22441.0,8.0,No,12
940.0,31.0,No,Travel_Rarely,Development,10.0,3,Other,Female,4,Analyst,Divorced,11240.0,2.0,No,27
10414.0,40.0,Yes,Non-Travel,Development,25.0,2,Technical,Female,5,Research Scientist,Single,25011.0,8.0,No,33
17761.0,42.0,Yes,Travel_Frequently,Development,4.0,1,Marketing,Female,1,Executive,Divorced,13033.0,7.0,No,38
13960.0,19.0,No,Travel_Frequently,Sales,3.0,3,Medical,Female,3,Developer,Divorced,26969.0,0.0,Yes,39
25765.0,41.0,No,Non-Travel,Sales,13.0,3,Medical,Female,5,Analyst,Divorced,13694.0,2.0,Yes,21
15627.0,51.0,No,Travel_Frequently,Sales,2.0,1,Technical,Male,3,Research Scientist,Single,14215.0,7.0,No,20
14965.0,44.0,No,Travel_Frequently,Development,27.0,4,Life Sciences,Male,3,Analyst,Single,2850.0,9.0,Yes,16
4398.0,23.0,Yes,Travel_Rarely,HR,8.0,2,Technical,Male,3,Research Scientist,Divorced,29189.0,5.0,No,9
12370.0,48.0,Yes,Travel_Rarely,HR,9.0,2,Technical,Male,3,Developer,Single,28877.0,4.0,No,38
612.0,20.0,No,Travel_Frequently,Sales,11.0,1,Life Sciences,Female,2,Manager,Married,20945.0,9.0,Yes,33
31.0,32.0,No,Non-Travel,HR,18.0,1,Technical,Male,2,Executive,Divorced,12195.0,1.0,Yes,28
21167.0,51.0,Yes,Non-Travel,Development,7.0,2,Medical,Female,3,Manager,Divorced,8596.0,0.0,Yes,30
25504.0,43.0,No,Travel_Frequently,HR,6.0,3,Life Sciences,Female,2,Research Scientist,Divorced,7773.0,2.0,No,2
5044.0,47.0,Yes,Travel_Frequently,Development,5.0,3,Life Sciences,Female,5,Manager,Single,2694.0,8.0,No,11
3057.0,54.0,Yes,Non-Travel,Development,5.0,1,Marketing,Male,2,Executive,Single,28268.0,1.0,No,23
19134.0,29.0,No,Non-Travel,HR,15.0,1,Medical,Male,4,Sales Representative,Married,14804.0,1.0,No,39
29669.0,37.0,No,Travel_Rarely,Sales,17.0,4,Technical,Female,4,Executive,Divorced,8670.0,7.0,No,6
2175.0,35.0,No,Travel_Rarely,Sales,12.0,3,Marketing,Female,4,Analyst,Married,28710.0,7.0,No,33
8671.0,41.0,No,Non-Travel,Sales,2.0,1,Marketing,Female,4,Sales Representative,Married,21879.0,1.0,Yes,14
27460.0,19.0,Yes,Non-Travel,Development,21.0,4,Marketing,Female,3,Research Scientist,Single,13368.0,6.0,Yes,24
2985.0,55.0,Yes,Travel_Frequently,HR,24.0,4,Marketing,Female,5,Developer,Married,4160.0,2.0,Yes,34
2208.0,37.0,No,Non-Travel,Development,28.0,3,Life Sciences,Male,5,Research Scientist,Single,11127.0,4.0,No,18
548.0,27.0,No,Non-Travel,Development,12.0,2,Medical,Male,4,Executive,Married,13154.0,3.0,Yes,31
16624.0,32.0,No,Travel_Frequently,Sales,8.0,1,Marketing,Female,3,Executive,Single,21647.0,2.0,Yes,2
18739.0,28.0,No,Travel_Rarely,HR,25.0,4,Marketing,Male,4,Sales Representative,Divorced,13577.0,0.0,No,25
28230.0,40.0,No,Non-Travel,Development,27.0,1,Technical,Female,5,Research Scientist,Married,23044.0,9.0,Yes,12
946.0,35.0,No,Travel_Frequently,Development,19.0,4,Marketing,Male,4,Executive,Married,8876.0,7.0,Yes,23
26837.0,46.0,Yes,Travel_Rarely,Sales,12.0,3,Life Sciences,Male,3,Developer,Single,20633.0,3.0,Yes,1
24465.0,20.0,Yes,Travel_Frequently,Development,17.0,3,Other,Male,1,Sales Representative,Single,29398.0,7.0,Yes,6
24282.0,58.0,No,Travel_Frequently,HR,8.0,3,Medical,Female,2,Sales Representative,Divorced,21939.0,6.0,No,16
26309.0,45.0,Yes,Non-Travel,HR,2.0,4,Life Sciences,Male,1,Sales Representative,Single,25804.0,2.0,No,12
11176.0,37.0,Yes,Non-Travel,Development,23.0,1,Technical,Male,1,Developer,Single,25020.0,5.0,Yes,6
27506.0,22.0,Yes,Non-Travel,Development,27.0,2,Life Sciences,Male,5,Manager,Married,29179.0,7.0,No,31
29891.0,37.0,No,Travel_Rarely,Development,15.0,4,Technical,Male,3,Manager,Single,13918.0,8.0,Yes,6
3353.0,25.0,No,Non-Travel,Development,26.0,3,Technical,Female,3,Research Scientist,Married,9161.0,4.0,Yes,23
19603.0,38.0,No,Travel_Rarely,Sales,10.0,3,Other,Female,3,Research Scientist,Married,29143.0,1.0,Yes,36
1681.0,56.0,No,Non-Travel,Development,1.0,3,Medical,Male,5,Executive,Single,18821.0,5.0,No,16
25793.0,26.0,No,Travel_Rarely,Development,6.0,3,Medical,Female,4,Sales Representative,Divorced,24100.0,5.0,No,30
1558.0,32.0,Yes,Non-Travel,Development,11.0,1,Other,Male,3,Manager,Divorced,12748.0,7.0,Yes,10
20804.0,46.0,No,Travel_Frequently,HR,16.0,3,Technical,Female,2,Manager,Single,15650.0,4.0,No,36
12300.0,40.0,No,Non-Travel,HR,15.0,1,Marketing,Male,2,Manager,Divorced,20110.0,9.0,Yes,11
5864.0,36.0,No,Travel_Frequently,Sales,24.0,1,Medical,Female,5,Executive,Divorced,3392.0,0.0,Yes,14
12587.0,54.0,No,Non-Travel,HR,26.0,1,Medical,Male,5,Research Scientist,Divorced,10590.0,1.0,No,24
7760.0,43.0,Yes,Travel_Rarely,Sales,9.0,1,Marketing,Male,4,Manager,Single,18462.0,3.0,No,14
25210.0,48.0,Yes,Travel_Rarely,Development,25.0,2,Other,Female,3,Executive,Married,29995.0,6.0,No,25
2699.0,56.0,Yes,Travel_Frequently,Sales,29.0,2,Life Sciences,Female,3,Sales Representative,Single,5859.0,8.0,Yes,20
4200.0,57.0,No,Non-Travel,Sales,13.0,2,Other,Female,4,Manager,Divorced,11304.0,2.0,Yes,8
14845.0,46.0,Yes,Travel_Rarely,HR,14.0,3,Marketing,Female,3,Executive,Divorced,15330.0,6.0,No,25
21033.0,28.0,No,Travel_Rarely,HR,15.0,2,Technical,Male,3,Analyst,Divorced,8624.0,3.0,No,37
24629.0,25.0,No,Travel_Rarely,Sales,17.0,2,Other,Female,4,Developer,Single,10801.0,2.0,Yes,28
5654.0,56.0,No,Travel_Frequently,HR,10.0,3,Life Sciences,Male,4,Sales Representative,Single,12267.0,1.0,Yes,18
18414.0,24.0,No,Travel_Frequently,HR,12.0,2,Technical,Male,1,Research Scientist,Single,19623.0,3.0,Yes,7
11257.0,34.0,Yes,Travel_Frequently,Sales,2.0,3,Medical,Female,1,Manager,Divorced,13109.0,4.0,No,39
11128.0,48.0,No,Non-Travel,Development,7.0,1,Medical,Male,1,Developer,Divorced,10289.0,8.0,Yes,27
11039.0,42.0,Yes,Non-Travel,Sales,4.0,3,Medical,Male,2,Developer,Single,25791.0,3.0,Yes,5
22458.0,47.0,Yes,Non-Travel,Development,5.0,2,Marketing,Male,4,Analyst,Married,10292.0,2.0,No,38
13372.0,54.0,Yes,Travel_Rarely,Sales,16.0,2,Life Sciences,Female,3,Executive,Divorced,14757.0,1.0,Yes,9
3733.0,44.0,No,Non-Travel,Sales,13.0,2,Life Sciences,Female,2,Sales Representative,Divorced,25555.0,1.0,No,28
12656.0,36.0,Yes,Non-Travel,HR,11.0,4,Life Sciences,Female,3,Manager,Divorced,16395.0,0.0,No,26
9253.0,42.0,No,Travel_Rarely,Sales,6.0,4,Medical,Male,5,Sales Representative,Divorced,11740.0,2.0,No,23
1720.0,42.0,Yes,Non-Travel,Development,25.0,2,Life Sciences,Female,4,Developer,Married,3241.0,6.0,Yes,9
16954.0,53.0,No,Travel_Frequently,Development,1.0,1,Medical,Female,5,Research Scientist,Single,15125.0,6.0,Yes,12
19049.0,41.0,No,Travel_Frequently,HR,23.0,4,Other,Female,2,Manager,Married,5502.0,8.0,No,24
18904.0,18.0,Yes,Non-Travel,HR,9.0,1,Technical,Female,1,Analyst,Married,24395.0,3.0,Yes,18
14016.0,22.0,No,Travel_Frequently,Sales,3.0,1,Technical,Female,5,Executive,Divorced,26453.0,0.0,Yes,4
21337.0,22.0,No,Travel_Frequently,Development,5.0,3,Other,Male,4,Executive,Divorced,11490.0,4.0,No,28
18452.0,56.0,Yes,Travel_Frequently,Sales,20.0,4,Technical,Female,2,Executive,Married,21658.0,1.0,Yes,32
3114.0,51.0,Yes,Travel_Rarely,Sales,6.0,3,Marketing,Male,5,Sales Representative,Divorced,19332.0,8.0,Yes,16
14817.0,48.0,Yes,Travel_Frequently,Sales,17.0,3,Technical,Female,3,Sales Representative,Married,5722.0,8.0,No,31
23687.0,32.0,Yes,Travel_Frequently,Development,19.0,4,Marketing,Female,4,Manager,Married,6497.0,5.0,No,25
1499.0,35.0,No,Travel_Rarely,Development,18.0,3,Medical,Male,1,Research Scientist,Married,3123.0,6.0,Yes,32
8310.0,46.0,No,Non-Travel,Sales,6.0,4,Life Sciences,Male,4,Sales Representative,Married,24997.0,9.0,No,10
13087.0,34.0,Yes,Non-Travel,HR,21.0,1,Life Sciences,Male,2,Developer,Married,20346.0,6.0,No,32
18193.0,58.0,No,Travel_Frequently,Sales,9.0,2,Technical,Female,5,Sales Representative,Divorced,27305.0,8.0,No,10
8478.0,28.0,Yes,Travel_Rarely,Development,29.0,1,Marketing,Female,4,Research Scientist,Married,13962.0,7.0,No,33
23307.0,29.0,No,Travel_Frequently,HR,10.0,3,Technical,Male,2,Manager,Married,18131.0,3.0,No,10
28410.0,44.0,No,Non-Travel,HR,23.0,3,Other,Female,3,Analyst,Divorced,6612.0,9.0,No,32
21203.0,23.0,Yes,Travel_Frequently,Sales,4.0,4,Medical,Female,2,Executive,Single,12382.0,4.0,No,2
1498.0,48.0,No,Non-Travel,Sales,14.0,3,Marketing,Female,2,Developer,Married,11869.0,7.0,Yes,0
24180.0,58.0,Yes,Travel_Frequently,HR,10.0,3,Medical,Female,4,Analyst,Married,26266.0,2.0,Yes,0
21308.0,21.0,Yes,Travel_Rarely,Development,13.0,1,Other,Male,4,Research Scientist,Divorced,4829.0,2.0,No,16
14588.0,23.0,Yes,Travel_Rarely,Development,7.0,3,Medical,Male,1,Manager,Married,15532.0,4.0,No,7
20824.0,31.0,No,Travel_Frequently,HR,21.0,4,Other,Male,1,Developer,Divorced,20754.0,2.0,Yes,4
16026.0,18.0,No,Non-Travel,Sales,28.0,3,Medical,Male,4,Analyst,Divorced,11450.0,9.0,Yes,6
9264.0,51.0,No,Travel_Frequently,HR,26.0,2,Marketing,Female,2,Developer,Divorced,5688.0,3.0,Yes,21
3297.0,57.0,No,Travel_Frequently,Development,23.0,3,Technical,Male,1,Manager,Married,19952.0,1.0,Yes,13
13578.0,55.0,Yes,Non-Travel,Sales,4.0,2,Marketing,Female,3,Manager,Single,9819.0,1.0,No,11
16585.0,41.0,Yes,Travel_Frequently,Sales,17.0,4,Life Sciences,Female,1,Developer,Married,28990.0,6.0,No,20
12358.0,49.0,No,Non-Travel,Development,21.0,2,Medical,Male,3,Manager,Single,22944.0,2.0,Yes,12
24061.0,44.0,Yes,Travel_Frequently,HR,22.0,1,Other,Male,4,Manager,Divorced,29079.0,7.0,Yes,0
21354.0,28.0,No,Travel_Rarely,HR,1.0,3,Marketing,Female,5,Executive,Divorced,24670.0,4.0,No,27
25583.0,53.0,No,Travel_Rarely,Development,13.0,4,Other,Male,3,Analyst,Married,12270.0,7.0,No,10
12557.0,38.0,Yes,Non-Travel,HR,9.0,4,Life Sciences,Female,5,Developer,Single,8995.0,5.0,No,6
564.0,18.0,No,Travel_Rarely,Sales,24.0,3,Medical,Male,5,Research Scientist,Married,25624.0,3.0,Yes,33
5346.0,54.0,No,Travel_Rarely,HR,5.0,4,Life Sciences,Male,2,Sales Representative,Married,14065.0,4.0,No,26
13905.0,52.0,No,Non-Travel,Development,15.0,4,Life Sciences,Male,2,Research Scientist,Married,29943.0,5.0,No,0
12105.0,38.0,Yes,Non-Travel,Development,19.0,1,Life Sciences,Male,3,Sales Representative,Married,18028.0,6.0,Yes,28
25355.0,48.0,No,Travel_Rarely,Development,10.0,2,Technical,Male,2,Analyst,Single,3891.0,4.0,No,23
5291.0,37.0,Yes,Travel_Frequently,Development,8.0,3,Technical,Female,3,Executive,Married,2531.0,2.0,No,38
8157.0,59.0,Yes,Travel_Rarely,Development,18.0,3,Life Sciences,Male,1,Executive,Single,18180.0,4.0,No,5
1874.0,27.0,Yes,Non-Travel,Sales,15.0,4,Marketing,Male,2,Analyst,Single,8113.0,8.0,No,33
22025.0,23.0,No,Non-Travel,HR,2.0,1,Technical,Female,3,Analyst,Married,27580.0,3.0,No,27
29238.0,34.0,No,Non-Travel,HR,4.0,1,Medical,Male,1,Analyst,Single,13511.0,2.0,No,25
21109.0,18.0,No,Non-Travel,Development,15.0,2,Marketing,Male,4,Research Scientist,Single,28698.0,1.0,No,20
25709.0,48.0,No,Non-Travel,Development,8.0,4,Technical,Female,5,Research Scientist,Single,20333.0,2.0,No,12
10631.0,21.0,No,Travel_Rarely,Development,10.0,1,Marketing,Male,1,Manager,Single,7654.0,0.0,No,38
27499.0,49.0,No,Travel_Frequently,HR,28.0,3,Other,Female,2,Developer,Divorced,5180.0,4.0,Yes,0
23451.0,41.0,Yes,Non-Travel,HR,8.0,3,Medical,Male,1,Executive,Married,17255.0,2.0,Yes,29
6134.0,51.0,Yes,Travel_Frequently,Development,29.0,4,Marketing,Male,1,Research Scientist,Married,13863.0,9.0,No,10
18369.0,43.0,Yes,Non-Travel,Sales,27.0,4,Marketing,Female,1,Analyst,Single,27580.0,2.0,Yes,1
13711.0,31.0,Yes,Non-Travel,HR,21.0,3,Technical,Male,1,Executive,Married,16899.0,9.0,Yes,13
16473.0,31.0,No,Travel_Rarely,Sales,19.0,2,Other,Female,4,Research Scientist,Divorced,13379.0,0.0,No,34
21862.0,50.0,No,Non-Travel,Development,24.0,2,Other,Female,5,Developer,Married,13097.0,2.0,No,28
17470.0,33.0,No,Travel_Frequently,Sales,7.0,1,Life Sciences,Female,4,Research Scientist,Married,27100.0,1.0,No,35
24588.0,39.0,Yes,Travel_Frequently,HR,10.0,1,Life Sciences,Male,1,Analyst,Single,19978.0,2.0,Yes,24
7610.0,26.0,Yes,Non-Travel,Development,19.0,3,Life Sciences,Female,3,Manager,Married,5491.0,0.0,No,14
350.0,30.0,Yes,Travel_Frequently,Sales,2.0,1,Medical,Female,1,Analyst,Single,8405.0,6.0,Yes,39
1688.0,20.0,Yes,Non-Travel,HR,4.0,1,Life Sciences,Female,5,Research Scientist,Single,3818.0,9.0,No,22
1356.0,59.0,Yes,Travel_Rarely,HR,16.0,4,Medical,Female,2,Executive,Married,15031.0,8.0,Yes,11
20519.0,42.0,No,Travel_Frequently,HR,4.0,3,Other,Female,5,Research Scientist,Single,28384.0,1.0,No,21
22377.0,54.0,No,Travel_Rarely,Development,2.0,3,Medical,Female,2,Research Scientist,Divorced,27867.0,5.0,No,20
13907.0,31.0,Yes,Travel_Rarely,Development,24.0,3,Technical,Female,3,Developer,Married,24294.0,6.0,No,4
790.0,52.0,No,Travel_Frequently,HR,13.0,3,Medical,Male,4,Developer,Married,3328.0,3.0,No,13
689.0,30.0,No,Travel_Rarely,Sales,16.0,1,Other,Female,4,Executive,Single,14163.0,2.0,No,1
24373.0,45.0,No,Travel_Rarely,HR,12.0,4,Other,Female,2,Executive,Married,18509.0,9.0,Yes,12
23938.0,29.0,Yes,Travel_Frequently,Sales,6.0,1,Marketing,Female,1,Analyst,Divorced,19135.0,7.0,No,24
11791.0,22.0,Yes,Non-Travel,Development,26.0,4,Life Sciences,Male,1,Research Scientist,Married,14061.0,6.0,Yes,10
3530.0,18.0,Yes,Travel_Rarely,HR,27.0,4,Medical,Female,5,Sales Representative,Divorced,26738.0,2.0,No,38
18465.0,21.0,Yes,Travel_Rarely,Development,19.0,4,Technical,Male,5,Research Scientist,Divorced,14542.0,0.0,Yes,27
29552.0,56.0,No,Non-Travel,Sales,15.0,2,Other,Female,3,Sales Representative,Divorced,16995.0,3.0,No,27
5684.0,20.0,Yes,Travel_Frequently,HR,27.0,1,Technical,Female,5,Research Scientist,Divorced,14048.0,7.0,Yes,7
25865.0,34.0,Yes,Non-Travel,HR,27.0,3,Technical,Female,1,Manager,Single,9991.0,3.0,Yes,0
14379.0,41.0,No,Non-Travel,Development,26.0,3,Other,Female,2,Developer,Single,11762.0,2.0,Yes,15
19318.0,48.0,Yes,Travel_Frequently,Sales,11.0,4,Life Sciences,Female,1,Executive,Divorced,20115.0,2.0,No,0
23843.0,38.0,No,Travel_Rarely,HR,19.0,2,Medical,Female,1,Research Scientist,Married,28778.0,8.0,Yes,25
9403.0,44.0,No,Travel_Frequently,Development,24.0,3,Medical,Female,1,Developer,Divorced,10840.0,1.0,Yes,0
19183.0,52.0,No,Non-Travel,HR,26.0,3,Technical,Female,4,Executive,Single,17434.0,7.0,Yes,37
27014.0,31.0,Yes,Travel_Frequently,Development,23.0,1,Technical,Male,1,Analyst,Single,7825.0,6.0,No,38
24991.0,53.0,No,Non-Travel,Development,10.0,3,Medical,Male,1,Executive,Single,19842.0,4.0,Yes,26
2767.0,45.0,No,Non-Travel,Development,12.0,4,Medical,Male,1,Developer,Divorced,3957.0,8.0,Yes,39
17126.0,32.0,Yes,Travel_Frequently,Development,9.0,1,Medical,Female,2,Manager,Married,21905.0,4.0,No,37
2027.0,25.0,No,Travel_Frequently,HR,2.0,2,Technical,Male,1,Manager,Single,6953.0,3.0,Yes,39
25309.0,58.0,Yes,Travel_Frequently,Sales,8.0,3,Marketing,Female,1,Manager,Divorced,27189.0,4.0,No,26
1528.0,47.0,Yes,Travel_Rarely,Sales,27.0,4,Medical,Male,4,Manager,Divorced,17788.0,1.0,No,32
21496.0,28.0,No,Travel_Frequently,HR,8.0,2,Medical,Female,4,Manager,Divorced,14124.0,3.0,No,38
